date,ticker,message_count,sentiment_mean,sentiment_std,sentiment_sum,sentiment_sum_sq
2021-03-01,AAPL,2018,0.2492915463752789,0.5591326966763609,503.0703405853128,756.297256830076
2021-03-01,AMZN,617,0.10705803623939962,0.5844842547102411,66.05480835970957,217.8523758177432
2021-03-01,NVDA,297,0.12791328965129664,0.591469431658694,37.9902470264351,108.7607757820543
2021-03-01,TSLA,3028,0.20057186909456542,0.5626446208223889,607.3316196183441,1080.3844772697205
2021-03-02,AAPL,1632,0.13146843424999366,0.5868514315083875,214.55648469598964,590.2593966479044
2021-03-02,AMZN,574,0.07519224274701533,0.5892162685900774,43.1603473367868,202.52423892627013
2021-03-02,NVDA,223,0.05976472291865723,0.5814482846778435,13.327533210860564,76.18882635885812
2021-03-02,TSLA,2866,0.11084135263579503,0.5749358247309571,317.67131665418856,982.5708649658267
2021-03-03,AAPL,1834,-0.0301033797351549,0.6106357371598464,-55.209598434274085,685.5165859197302
2021-03-03,AMZN,1013,-0.02655643248976082,0.6023285632303098,-26.90166611212771,368.2305064381384
2021-03-03,NVDA,406,-0.01177130553875981,0.5883616469918476,-4.779150048736483,140.6010444617288
2021-03-03,TSLA,4150,0.04740483557698822,0.5743918882182516,196.7300676445011,1378.5190277010904
2021-03-04,AAPL,2739,-0.0003822200767802671,0.5993270019535861,-1.0469007903011516,983.829630732876
2021-03-04,AMZN,1152,0.06421185379804228,0.5945124662466135,73.97205557534471,411.9186063638153
2021-03-04,NVDA,350,0.03196129461717127,0.586420177374012,11.186453116009943,120.71855207474066
2021-03-04,TSLA,7089,0.027553522990783185,0.5733908950546042,195.326924481662,2336.08293817437
2021-03-05,AAPL,2396,0.010115048671817603,0.5988937443138465,24.235656617674977,859.6273707261895
2021-03-05,AMZN,1027,0.07779245363424162,0.5857736803151126,79.89284988236614,358.6103970929407
2021-03-05,NVDA,361,0.11319502787903166,0.5807700979602997,40.86340506433043,126.38863458870766
2021-03-05,TSLA,10617,0.057937979332915335,0.5823813535896496,615.1275265775621,3636.5863373135817
2021-03-06,AAPL,510,0.1541515271015027,0.5827419224922118,78.61727882176638,185.3089291841986
2021-03-06,AMZN,222,0.14048440191005399,0.5554050957417193,31.187537224031985,72.86277263740845
2021-03-06,NVDA,59,0.14252646401982313,0.4459784561556999,8.409061377169564,12.933424001759915
2021-03-06,TSLA,1614,0.10521166843374848,0.5600895336138078,169.81163285207003,524.1784262730899
2021-03-07,AAPL,338,0.1288029713626433,0.5701982371489334,43.535404320573434,115.50008745690386
2021-03-07,AMZN,168,0.1244114659507648,0.5599618451346003,20.901126279728487,55.27796078558282
2021-03-07,NVDA,44,0.2608418670080772,0.4684989286361452,11.477042148355396,12.651307931568914
2021-03-07,TSLA,1059,0.16483308353665355,0.5465961127775942,174.5582354653161,345.1675540317528
2021-03-08,AAPL,3491,-0.06390377905787231,0.5990443978325664,-223.08809269103224,1267.016151481636
2021-03-08,AMZN,685,0.11220018696039916,0.5722964991743683,76.85712806787342,232.97683297101256
2021-03-08,NVDA,466,-0.07261980853099456,0.597031630067157,-33.840830775443465,168.5617082135438
2021-03-08,TSLA,6574,0.015232301522644164,0.5768596446559633,100.13715020986274,2189.1359035503547
2021-03-09,AAPL,2628,0.1177226288309778,0.5714657282849565,309.37506856780965,894.6544969385506
2021-03-09,AMZN,634,0.20323220824224916,0.5645342104665237,128.84922002558596,228.24139813108815
2021-03-09,NVDA,326,0.2453674721835821,0.5108529359349145,79.98979593184777,104.703349450261
2021-03-09,TSLA,9008,0.21347272648655133,0.5664444967909651,1922.9623201908544,3300.801195868531
2021-03-10,AAPL,2234,0.08189905218915737,0.6054356150693246,182.96248259057757,833.8622563537693
2021-03-10,AMZN,586,0.1888314176205015,0.5612827985775726,110.65521072561388,205.50767097614911
