date,ticker,message_count,sentiment_mean,sentiment_std,sentiment_sum,sentiment_sum_sq
2015-08-01,NVDA,4,0.027579698245972395,0.03921776716600712,0.11031879298388958,0.009194692067304156
2015-08-02,NVDA,6,0.11494440368066232,0.1716536248205237,0.6896664220839739,0.256063097109169
2015-08-03,NVDA,23,0.33589602396418544,0.37488080390972617,7.725608551176265,5.827320389263878
2015-08-04,NVDA,8,0.049274869030341506,0.15862561371114958,0.39419895224273205,0.22072078434556924
2015-08-05,NVDA,9,0.06765241807119714,0.0934307690316574,0.6088717626407743,0.11975542445454256
2015-08-06,NVDA,54,0.26744128235063896,0.4306180066145432,14.441829246934503,13.875662184805996
2015-08-07,NVDA,125,0.2690120172575116,0.42796268498172696,33.62650215718895,31.939940645715573
2015-08-08,NVDA,7,0.23571635975635477,0.44787181030548906,1.6500145182944834,1.7930595250617225
2015-08-09,NVDA,6,0.2299690342430646,0.3980831033288937,1.3798142054583877,1.2681354831999028
2015-08-10,NVDA,38,0.3711494171109639,0.5304137392650105,14.103677850216627,15.925443735670154
2015-08-11,NVDA,14,0.18874313158448786,0.4005296047814367,2.64240384218283,2.744671076373704
2015-08-12,NVDA,18,0.28416415547124213,0.41810372123745426,5.1149547984823585,4.6000798014112405
2015-08-13,NVDA,18,0.07162307839219768,0.3552302102578574,1.2892154110595584,2.3637306174878967
2015-08-14,NVDA,5,0.14642443573102354,0.5586677307818977,0.7321221786551178,1.6677487439807177
2015-08-16,NVDA,1,0.1508235614746809,0.0,0.1508235614746809,0.02274774669590685
2015-08-17,NVDA,12,0.024667771571936708,0.43497458328608474,0.2960132588632405,2.27773664471074
2015-08-18,NVDA,6,-0.12943648733198643,0.31485867551854124,-0.7766189239919186,0.6953387388128012
2015-08-19,NVDA,4,0.2648862354690209,0.4812126389325003,1.0595449418760836,1.206921286437322
2015-08-20,NVDA,1,0.9363122610375285,0.0,0.9363122610375285,0.8766806501692089
2015-08-21,NVDA,6,0.43106164344741654,0.3510609854449432,2.586369860684499,1.8543477357189735
2015-08-22,NVDA,2,-0.4257163400761783,0.4660109416581691,-0.8514326801523566,0.7968011999059795
2015-08-23,NVDA,3,-0.15208671040212116,0.7207229519523922,-0.45626013120636344,1.6277158228557267
2015-08-24,NVDA,4,-0.0009017884149216115,0.5161347537157063,-0.003607153659686446,1.0655835888620722
2015-08-25,NVDA,1,0.24030389729887247,0.0,0.24030389729887247,0.05774596305702705
2015-08-26,NVDA,5,0.45999259953387084,0.5626569959799956,2.299962997669354,2.6408804337558043
2015-08-27,NVDA,7,0.3195962038755949,0.3144859535650371,2.2371734271291643,1.4073020396498106
2015-08-28,NVDA,4,0.38228326133685187,0.29488273996941194,1.5291330453474075,0.9323852889208304
2015-08-29,NVDA,3,0.17919399682432413,0.09666933172732038,0.5375819904729724,0.12436634458344778
2015-08-30,NVDA,2,0.25947051262483,0.21626656828448176,0.51894102524966,0.22819235095867696
2015-08-31,NVDA,5,0.24233650201931595,0.3321210960446221,1.2116825100965798,0.845157013244195
