date,ticker,sentiment_mean,sentiment_std,message_count,stocktwits_count,newsapi_count,source
2026-04-02,AMZN,0.0368859123774073,0.4808383087232533,186.0,186,0.0,stocktwits
2026-04-02,NVDA,0.0553356256128439,0.37497316075064185,969.0,927,42.0,combined
2026-04-02,TSLA,-0.22530878812524494,0.4069376581028197,1757.0,1731,26.0,combined
2026-04-03,AAPL,0.022480514177845565,0.33286929448479285,84.0,75,9.0,combined
2026-04-03,AMZN,0.086595684567538,0.4040021932867206,52.0,52,0.0,stocktwits
2026-04-03,NVDA,0.03777036034439996,0.36332929651110457,211.0,175,36.0,combined
2026-04-03,TSLA,-0.08793762599049905,0.42591147905169896,377.0,369,8.0,combined
2026-04-04,AAPL,0.04621972738119262,0.33739480402859395,68.0,62,6.0,combined
2026-04-04,AMZN,0.1184251302183838,0.4876371847055628,32.0,32,0.0,stocktwits
2026-04-04,NVDA,0.08856176591883969,0.34403979700525905,143.0,122,21.0,combined
2026-04-04,TSLA,-0.05321183980896188,0.3158495716554266,209.0,206,3.0,combined
2026-04-05,AAPL,-0.19122118041000113,0.34644780278027726,76.0,73,3.0,combined
2026-04-05,AMZN,0.1666726206351692,0.5104286904155266,30.0,30,0.0,stocktwits
2026-04-05,NVDA,0.07113465191198615,0.37048113731691007,240.0,222,18.0,combined
2026-04-05,TSLA,-0.3996560528301363,,207.0,206,1.0,combined
2026-04-06,AAPL,0.172878635930307,0.33510276678246737,250.0,238,12.0,combined
2026-04-06,AMZN,0.1013132798495692,0.5100112526040093,91.0,91,0.0,stocktwits
2026-04-06,NVDA,-0.01529455681141402,0.368817541861891,642.0,573,69.0,combined
2026-04-06,TSLA,-0.23173296624027953,0.4010701578612771,1535.0,1527,8.0,combined
2026-04-07,AAPL,-0.1378961142349012,0.3864696509606568,997.0,977,20.0,combined
2026-04-07,AMZN,0.1180937870122565,0.4555956775531254,153.0,153,0.0,stocktwits
2026-04-07,NVDA,0.08762066066644694,0.36085184940695575,870.0,786,84.0,combined
2026-04-07,TSLA,-0.202509778452281,0.40052622489478334,1647.0,1634,13.0,combined
2026-04-08,AAPL,0.09225477409862626,0.37661043696418767,412.0,397,15.0,combined
2026-04-08,AMZN,0.1551943353041643,0.5454422151622194,154.0,154,0.0,stocktwits
2026-04-08,NVDA,0.037421005936569864,0.37589774957930877,957.0,906,51.0,combined
2026-04-08,TSLA,-0.12690584205749347,0.4116025672417762,2040.0,2030,10.0,combined
2026-04-09,AAPL,0.15412174278959867,0.3710322095458973,267.0,258,9.0,combined
2026-04-09,AMZN,0.3169500411467962,0.5015128499397264,439.0,439,0.0,stocktwits
2026-04-09,NVDA,0.1382322848122519,0.3847729392595021,592.0,523,69.0,combined
2026-04-09,TSLA,-0.03997141374930932,0.385044626895176,1119.0,1110,9.0,combined
2026-04-10,AAPL,0.11522912662873375,0.4033902442152706,221.0,215,6.0,combined
2026-04-10,AMZN,0.2560753875699293,0.5022759160396177,261.0,261,0.0,stocktwits
2026-04-10,NVDA,0.13114858642970081,0.367277588821883,870.0,776,94.0,combined
2026-04-10,TSLA,-0.043487143955569525,0.38161162423585115,956.0,951,5.0,combined
2026-04-11,AAPL,0.010065385328925897,0.3665778055570497,72.0,64,8.0,combined
2026-04-11,AMZN,0.2613430211595336,0.4674479899275321,61.0,61,0.0,stocktwits
2026-04-11,NVDA,0.05508709851902249,0.33600348091013177,196.0,164,32.0,combined
2026-04-11,TSLA,-0.0062161861581509475,0.45543311547434806,176.0,173,3.0,combined
2026-04-12,AAPL,0.03738166951686782,0.3563232146136292,120.0,116,4.0,combined
2026-04-12,AMZN,0.0940472694841047,0.5627461230516654,73.0,73,0.0,stocktwits
2026-04-12,NVDA,0.03220547208398199,0.35959311365973595,286.0,268,18.0,combined
2026-04-12,TSLA,-0.4349559962254512,,287.0,286,1.0,combined
2026-04-13,AAPL,-0.29569038370978085,0.358254078895745,258.0,250,8.0,combined
2026-04-13,AMZN,0.274604905113599,0.4260916964311961,176.0,176,0.0,stocktwits
2026-04-13,NVDA,0.09118631216889957,0.36421797942540163,700.0,665,35.0,combined
2026-04-13,TSLA,0.11086105498631388,0.38858313932317334,774.0,768,6.0,combined
2026-04-14,AAPL,-0.022831912994499957,0.39866946942346104,396.0,388,8.0,combined
2026-04-14,AMZN,0.2445904809269122,0.4546135733481753,500.0,500,0.0,stocktwits
2026-04-14,NVDA,0.1966552059846728,0.3437843919701515,854.0,782,72.0,combined
2026-04-14,TSLA,-0.03158334103887203,0.37755723305048705,761.0,757,4.0,combined
2026-04-15,AAPL,0.11165775036244974,0.3590912387840068,405.0,393,12.0,combined
2026-04-15,AMZN,0.2062342365543487,0.4767514852947657,237.0,237,0.0,stocktwits
2026-04-15,NVDA,0.169548711412064,0.3566422155282319,1062.0,976,86.0,combined
2026-04-15,TSLA,0.24228778314591087,0.3591340206102666,1686.0,1675,11.0,combined
2026-04-16,AAPL,0.040291575076028076,0.34090546928374954,373.0,359,14.0,combined
2026-04-16,AMZN,0.1826738872699714,0.4676619930551922,149.0,149,0.0,stocktwits
2026-04-16,NVDA,0.1789671987229186,0.3614233958003332,852.0,784,68.0,combined
2026-04-16,TSLA,-0.0015101152476865234,0.355085758423893,1087.0,1081,6.0,combined
2026-04-17,AAPL,0.07155405322752575,0.3788824280508974,321.0,308,13.0,combined
2026-04-17,AMZN,0.2406495682680263,0.4816783109077324,195.0,195,0.0,stocktwits
2026-04-17,NVDA,0.1530253914212646,0.3924090506240253,896.0,853,43.0,combined
2026-04-17,TSLA,0.1729352731243692,0.46632703744881066,1174.0,1171,3.0,combined
2026-04-18,AAPL,0.0432086798707571,0.37824129314542554,89.0,85,4.0,combined
2026-04-18,AMZN,0.0692378270020708,0.5630571712103893,50.0,50,0.0,stocktwits
2026-04-18,NVDA,-0.022467333239574838,0.3909771879817925,260.0,234,26.0,combined
2026-04-18,TSLA,-0.05813366870855747,0.3492780396224771,248.0,243,5.0,combined
2026-04-19,AAPL,-0.12489510803884663,0.3684051288302479,112.0,106,6.0,combined
2026-04-19,AMZN,-0.0518773237364021,0.5238021831834848,81.0,81,0.0,stocktwits
2026-04-19,NVDA,0.029042893481039667,0.29860817494250846,253.0,227,26.0,combined
2026-04-19,TSLA,0.0036763823828897257,0.3658696202356738,231.0,222,9.0,combined
2026-04-20,AAPL,0.02783521778756516,0.36753750710024996,539.0,509,30.0,combined
2026-04-20,AMZN,0.1932235679365902,0.4700309123027924,269.0,269,0.0,stocktwits
2026-04-20,NVDA,0.21790180875803683,0.3522735052301516,644.0,575,69.0,combined
2026-04-20,TSLA,-0.013553901134609164,0.36739692462401236,951.0,940,11.0,combined
2026-04-21,AAPL,-0.0027219397702669228,0.3514888497961852,568.0,539,29.0,combined
2026-04-21,AMZN,0.1522058269253613,0.5022559770834281,316.0,316,0.0,stocktwits
2026-04-21,NVDA,0.15835514437462564,0.3618386986434901,638.0,589,49.0,combined
2026-04-21,TSLA,0.05652269412318132,0.4069412052201696,764.0,754,10.0,combined
2026-04-22,AAPL,0.08334711253218416,0.34403054181572745,354.0,329,25.0,combined
2026-04-22,AMZN,0.1390013579633845,0.4794464204116176,172.0,172,0.0,stocktwits
2026-04-22,NVDA,0.1496709703688906,0.3662489166652211,773.0,722,51.0,combined
2026-04-22,TSLA,0.05126636114802701,0.42982011868439296,3544.0,3514,30.0,combined
2026-04-23,AAPL,0.0170788434178648,0.5955085468847459,337.0,337,0.0,stocktwits
2026-04-23,AMZN,0.2089419837382452,0.5123904504785632,181.0,181,0.0,stocktwits
2026-04-23,NVDA,0.0790453993429223,0.568552923777632,817.0,817,0.0,stocktwits
2026-04-23,TSLA,-0.0175092269536224,0.5639283925727439,2395.0,2395,0.0,stocktwits
2026-04-24,AAPL,0.0560020713137545,0.5804662789939572,359.0,359,0.0,stocktwits
2026-04-24,AMZN,0.349429998886227,0.4546873254324967,248.0,248,0.0,stocktwits
2026-04-24,NVDA,0.240920463496629,0.5275683843681495,1582.0,1582,0.0,stocktwits
2026-04-24,TSLA,0.00624868022666,0.5776644631413963,1200.0,1200,0.0,stocktwits
2026-04-25,AAPL,0.1482912839885471,0.5266302355585143,79.0,79,0.0,stocktwits
2026-04-25,AMZN,0.255164729156402,0.4992678660190235,72.0,72,0.0,stocktwits
2026-04-25,NVDA,0.1789217243324323,0.4877219854124014,232.0,232,0.0,stocktwits
2026-04-25,TSLA,-0.0024632706240351,0.5248757742059714,140.0,140,0.0,stocktwits
2026-04-26,AAPL,0.1939429794802716,0.5163314662885559,99.0,99,0.0,stocktwits
2026-04-26,AMZN,0.2752855937133598,0.4464523750702574,68.0,68,0.0,stocktwits
2026-04-26,NVDA,0.1725641734885885,0.4647124288957793,248.0,248,0.0,stocktwits
2026-04-26,TSLA,0.0254888698210031,0.544448843948173,162.0,162,0.0,stocktwits
2026-04-27,AAPL,0.0257502057046319,0.5373541410652638,330.0,330,0.0,stocktwits
2026-04-27,AMZN,0.2238292911538093,0.4609880752790565,186.0,186,0.0,stocktwits
2026-04-27,NVDA,0.2656163571891389,0.5166042381121791,1639.0,1639,0.0,stocktwits
2026-04-27,TSLA,0.04390282295657,0.5581101398160757,1098.0,1098,0.0,stocktwits
2026-04-28,AAPL,0.0706506342355729,0.5672700823587054,302.0,302,0.0,stocktwits
2026-04-28,AMZN,0.193875031076259,0.481573260258421,182.0,182,0.0,stocktwits
2026-04-28,NVDA,0.1332687372469404,0.5419501759017514,1295.0,1295,0.0,stocktwits
2026-04-28,TSLA,0.0811928889499493,0.5761179011269684,770.0,770,0.0,stocktwits
2026-04-29,AAPL,0.0570418272924375,0.5736468976645454,251.0,251,0.0,stocktwits
2026-04-29,AMZN,0.1815027067944201,0.5448469856305989,1085.0,1085,0.0,stocktwits
2026-04-29,NVDA,0.1126805992258265,0.5511872836637133,1013.0,1013,0.0,stocktwits
2026-04-29,TSLA,0.0034092477673899,0.5875313955585607,755.0,755,0.0,stocktwits
2026-04-30,AAPL,0.09774404817958,0.5716422155231323,1810.0,1810,0.0,stocktwits
2026-04-30,AMZN,0.1883104514568088,0.5209517266240503,754.0,754,0.0,stocktwits
2026-04-30,NVDA,0.001122175423516,0.5791234701155493,1956.0,1956,0.0,stocktwits
2026-04-30,TSLA,0.0608891257497186,0.5816480878391358,1025.0,1025,0.0,stocktwits
2026-05-01,AAPL,0.2218090901342471,0.5204375587687226,816.0,816,0.0,stocktwits
2026-05-01,AMZN,0.2715958082577258,0.4457991791748812,210.0,210,0.0,stocktwits
2026-05-01,NVDA,0.0232554313594859,0.5794923707377125,1266.0,1266,0.0,stocktwits
2026-05-01,TSLA,0.1112862731641065,0.5755858740735151,1323.0,1323,0.0,stocktwits
2026-05-02,AAPL,0.246045164624229,0.4949476277461436,25.0,25,0.0,stocktwits
2026-05-02,AMZN,0.0792237908268968,0.7291019521035438,6.0,6,0.0,stocktwits
2026-05-02,NVDA,0.034400809461535,0.5513033933351267,59.0,59,0.0,stocktwits
2026-05-02,TSLA,0.2425955968087931,0.4919676388392426,38.0,38,0.0,stocktwits
