date,ticker,message_count,sentiment_mean,sentiment_std
2016-09-21,NVDA,42,0.0,0.0
2016-09-22,NVDA,86,0.0,0.0
2016-09-23,NVDA,70,0.0,0.0
2016-09-24,NVDA,13,0.0,0.0
2016-09-25,NVDA,6,0.0,0.0
2016-09-26,NVDA,25,0.0,0.0
2016-09-27,NVDA,102,0.0,0.0
2016-09-28,NVDA,63,0.0,0.0
2016-09-29,NVDA,99,0.0,0.0
2016-09-30,NVDA,172,0.0,0.0
2016-10-01,NVDA,17,0.0,0.0
2016-10-02,NVDA,17,0.0,0.0
2016-10-03,NVDA,70,0.0,0.0
2016-10-04,NVDA,97,0.0,0.0
2016-10-05,NVDA,95,0.0,0.0
2016-10-06,NVDA,170,0.0,0.0
2016-10-07,NVDA,73,0.0,0.0
2016-10-08,NVDA,14,0.0,0.0
2016-10-09,NVDA,21,0.0,0.0
2016-10-10,NVDA,44,0.0,0.0
2016-10-11,NVDA,47,0.0,0.0
2016-10-12,NVDA,47,0.0,0.0
2016-10-13,NVDA,80,0.0,0.0
2016-10-14,NVDA,63,0.0,0.0
2016-10-15,NVDA,8,0.0,0.0
2016-10-16,NVDA,10,0.0,0.0
2016-10-17,NVDA,39,0.0,0.0
2016-10-18,NVDA,34,0.0,0.0
2016-10-19,NVDA,41,0.0,0.0
2016-10-20,NVDA,185,0.0,0.0
2016-10-21,NVDA,53,0.0,0.0
2016-10-22,NVDA,31,0.0,0.0
2016-10-23,NVDA,18,0.0,0.0
2016-10-24,NVDA,311,0.0,0.0
2016-10-25,NVDA,201,0.0,0.0
2016-10-26,NVDA,93,0.0,0.0
2016-10-27,NVDA,99,0.0,0.0
2016-10-28,NVDA,77,0.0,0.0
2016-10-29,NVDA,11,0.0,0.0
2016-10-30,NVDA,20,0.0,0.0
2016-10-31,NVDA,65,0.0,0.0
2016-11-01,NVDA,142,0.0,0.0
2016-11-02,NVDA,80,0.0,0.0
2016-11-03,NVDA,65,0.0,0.0
2016-11-04,NVDA,48,0.0,0.0
2016-11-05,NVDA,20,0.0,0.0
2016-11-06,NVDA,15,0.0,0.0
2016-11-07,NVDA,69,0.0,0.0
2016-11-08,NVDA,44,0.0,0.0
2016-11-09,NVDA,75,0.0,0.0
2016-11-10,NVDA,673,0.0,0.0
2016-11-11,NVDA,1500,0.0,0.0
2016-11-12,NVDA,117,0.0,0.0
2016-11-13,NVDA,64,0.0,0.0
2016-11-14,NVDA,552,0.0,0.0
2016-11-15,NVDA,240,0.0,0.0
2016-11-16,NVDA,873,0.0,0.0
2016-11-17,NVDA,879,0.0,0.0
2016-11-18,NVDA,483,0.0,0.0
2016-11-19,NVDA,35,0.0,0.0
2016-11-20,NVDA,27,0.0,0.0
2016-11-21,NVDA,271,0.0,0.0
2016-11-22,NVDA,266,0.0,0.0
2016-11-23,NVDA,266,0.0,0.0
2016-11-24,NVDA,29,0.0,0.0
2016-11-25,NVDA,82,0.0,0.0
2016-11-26,NVDA,20,0.0,0.0
2016-11-27,NVDA,23,0.0,0.0
2016-11-28,NVDA,135,0.0,0.0
2016-11-29,NVDA,248,0.0,0.0
2016-11-30,NVDA,246,0.0,0.0
2016-12-01,NVDA,814,0.0,0.0
2016-12-02,NVDA,292,0.0,0.0
2016-12-03,NVDA,23,0.0,0.0
2016-12-04,NVDA,22,0.0,0.0
2016-12-05,NVDA,238,0.0,0.0
2016-12-06,NVDA,242,0.0,0.0
2016-12-07,NVDA,236,0.0,0.0
2016-12-08,NVDA,256,0.0,0.0
2016-12-09,NVDA,229,0.0,0.0
