date,ticker,message_count,sentiment_mean,sentiment_std,sentiment_sum,sentiment_sum_sq
2017-04-01,NVDA,41,0.3118242914277333,0.49601537249342054,12.784795948537067,14.073891177441984
2017-04-02,NVDA,23,0.2795435529020008,0.42136790277437974,6.429501716746017,5.8809966715237145
2017-04-03,NVDA,214,0.11316898796505025,0.48661915959313284,24.218163424520753,53.415561232514364
2017-04-04,NVDA,1287,0.026055342874185074,0.5545476199632753,33.53322627907619,396.65590154090194
2017-04-05,NVDA,859,0.10150831853737784,0.5244832298303759,87.19564562360756,245.14708691370066
2017-04-06,NVDA,578,0.03902164247724031,0.5052365968873381,22.5545093518449,148.42271688640187
2017-04-07,NVDA,339,0.0118028811920176,0.5496908623160492,4.001176724093966,102.47948036806801
2017-04-08,NVDA,44,0.35882484491131356,0.4659415729011515,15.788293176097795,15.217700022062003
2017-04-09,NVDA,26,0.11872433228955533,0.4829332775515823,3.0868326395284384,6.430320458752174
2017-04-10,NVDA,583,0.038501917775944,0.5280130916251923,22.446618063375354,163.40336977581123
2017-04-11,NVDA,556,0.07516618888521996,0.5281934915829826,41.7924010201823,158.25890619919588
2017-04-12,NVDA,461,0.011221630290431453,0.5344383242070972,5.1731715638889,131.7308640364938
2017-04-13,NVDA,499,-0.06675188421441582,0.5333771637102503,-33.30919022299349,144.1845593940692
2017-04-14,NVDA,64,0.04869881787453778,0.55800682362001,3.116724343970418,20.0795641644077
2017-04-15,NVDA,46,0.2041026592133162,0.4616811223996326,9.388722323812544,11.721138296794054
2017-04-16,NVDA,45,0.11831347391837173,0.46678389127867664,5.324106326326728,10.434837567055348
2017-04-17,NVDA,445,0.21099750525004157,0.5345316810834647,93.8938898362685,146.95860906012697
2017-04-18,NVDA,280,0.12044867038992899,0.5270292000839447,33.72562770918012,81.83494478315082
2017-04-19,NVDA,309,0.14890114852403588,0.5616977979312366,46.01045489392709,104.34187418386641
2017-04-20,NVDA,330,0.060478201620704074,0.5660478349393856,19.957806534832343,106.94236222257736
2017-04-21,NVDA,238,0.08623897863313273,0.581584340463546,20.524876914685592,82.27124654892869
2017-04-22,NVDA,26,0.21501502060653785,0.48039011137665927,5.590390535769984,7.202159073067635
2017-04-23,NVDA,26,0.30071764995451444,0.492113087869245,7.818658898817375,8.647766302405598
2017-04-24,NVDA,254,0.0950372853462115,0.557759735171624,24.13947047793772,81.31251397731315
2017-04-25,NVDA,287,0.21552596234056112,0.5102087590030727,61.85595119174104,88.04138802520251
2017-04-26,NVDA,146,0.17864825961990155,0.4843840271071516,26.082645904505625,38.915290611737184
2017-04-27,NVDA,201,0.2319865109090837,0.5308660137713564,46.62928869272582,67.46292963007335
2017-04-28,NVDA,142,0.16625982029920994,0.550111222280127,23.608894482487813,46.89758523087344
2017-04-29,NVDA,19,0.07770050103825174,0.5419216518609871,1.476309519726783,5.694612447729388
2017-04-30,NVDA,20,0.42452448236290363,0.44359986598275947,8.490489647258073,7.5400375445082695
